time,acc_is,acc_ml,acc_pa,gyr_is,gyr_ml,gyr_pa
2025-03-14 14:39:55.920000076+00:00,4.17691161,-6.69168549,5.08222746,0.061035,-4.150391,-0.12207
2025-03-14 14:39:55.930000067+00:00,4.27510971,-6.70126005,5.07025926,0.183105,-5.004883,-0.305176
2025-03-14 14:39:55.940000057+00:00,4.37091417,-6.655761270000001,5.051100330000001,0.305176,-5.126953,-0.488281
2025-03-14 14:39:55.950000048+00:00,4.44754989,-6.595881030000001,5.05588761,0.244141,-4.455566,-0.610352
2025-03-14 14:39:55.960000038+00:00,4.47150591,-6.545585160000001,5.039122320000001,0.061035,-3.173828,-0.732422
2025-03-14 14:39:55.970000029+00:00,4.452337170000001,-6.51685167,4.9912200900000006,-0.366211,-1.586914,-0.671387
2025-03-14 14:39:55.980000019+00:00,4.40923203,-6.52642623,4.99840101,-0.732422,-0.12207,-0.610352
2025-03-14 14:39:55.990000010+00:00,4.31822466,-6.531213510000001,5.01037902,-1.281738,0.915527,-0.366211
2025-03-14 14:39:56+00:00,4.2511635000000005,-6.5192453100000005,5.03672868,-1.831055,1.464844,-0.244141
2025-03-14 14:39:56.009000063+00:00,4.19607054,-6.56235045,5.07744018,-2.01416,1.403809,0.0
2025-03-14 14:39:56.019000053+00:00,4.13620011,-6.61025268,5.08702455,-2.13623,1.037598,0.183105
2025-03-14 14:39:56.029000044+00:00,4.13620011,-6.63180525,5.0726529000000005,-2.075195,0.305176,0.244141
2025-03-14 14:39:56.039000034+00:00,4.16733705,-6.665335830000001,5.06546217,-1.77002,-0.488281,0.183105
2025-03-14 14:39:56.049000025+00:00,4.17212433,-6.6725265600000006,5.0726529000000005,-1.342773,-1.281738,0.12207
2025-03-14 14:39:56.059000015+00:00,4.1817087,-6.650973990000001,5.039122320000001,-0.976563,-1.831055,0.061035
2025-03-14 14:39:56.069000006+00:00,4.23918549,-6.64857054,5.0151663,-0.793457,-2.01416,0.0
2025-03-14 14:39:56.078999996+00:00,4.27750335,-6.64857054,5.0151663,-0.671387,-1.77002,0.0
2025-03-14 14:39:56.088999987+00:00,4.28948136,-6.63660234,5.00798538,-0.671387,-1.281738,0.0
2025-03-14 14:39:56.098999977+00:00,4.3086402900000005,-6.60785904,4.98882645,-0.732422,-0.732422,0.0
2025-03-14 14:39:56.108999968+00:00,4.28948136,-6.58870011,4.98643281,-0.793457,-0.12207,0.0
2025-03-14 14:39:56.118999958+00:00,4.263131700000001,-6.61025268,5.01277266,-0.976563,0.183105,0.0
2025-03-14 14:39:56.130000114+00:00,4.28469408,-6.605465400000001,5.04630324,-1.281738,0.366211,0.0
2025-03-14 14:39:56.140000105+00:00,4.31342757,-6.61983705,5.0726529000000005,-1.525879,0.610352,0.0
2025-03-14 14:39:56.150000095+00:00,4.34217087,-6.650973990000001,5.07983382,-1.647949,0.793457,0.12207
2025-03-14 14:39:56.160000086+00:00,4.33019286,-6.62941161,5.04630324,-1.953125,0.793457,0.366211
2025-03-14 14:39:56.170000076+00:00,4.299055920000001,-6.66773928,5.029537950000001,-2.441406,0.244141,0.793457
2025-03-14 14:39:56.180000067+00:00,4.30624665,-6.70845078,5.03672868,-2.807617,-0.793457,1.647949
2025-03-14 14:39:56.190000057+00:00,4.33977723,-6.63660234,5.07025926,-2.746582,-1.831055,2.563477
